classifier,arch,acc,prec,rec,f1
1,msdnet5,0.5848722489248672,0.5849057300821785,0.5802514358128377,0.5794964701370582
2,msdnet5,0.6339488995699468,0.6341137342961215,0.6345340159017364,0.6322879118136834
3,msdnet5,0.6605110043005312,0.6603328518881604,0.6592951022937742,0.6572228937344153
4,msdnet5,0.6673412598026816,0.667296447334359,0.6673558055410401,0.6643161782320978
5,msdnet5,0.6746774601568429,0.6744108305562525,0.674808255964947,0.6719031567122211
