classifier,arch,time
1,msdnet10,95.24270499969134
1,msdnet10,98.90464700038137
1,msdnet10,93.7010060006287
1,msdnet10,94.9774670007173
1,msdnet10,90.4984640001203
1,msdnet10,119.70986800042738
1,msdnet10,88.48008899985871
1,msdnet10,110.53870300020208
1,msdnet10,95.34757099936542
1,msdnet10,101.57343200080504
1,msdnet10,88.22804400006135
1,msdnet10,91.15653699882387
1,msdnet10,88.40679599961732
1,msdnet10,99.06689600029495
1,msdnet10,91.24387700103398
1,msdnet10,87.39914299985685
1,msdnet10,93.23622200099635
1,msdnet10,94.67617500013148
1,msdnet10,98.24262300026021
1,msdnet10,92.65359199889645
1,msdnet10,86.82797399887932
1,msdnet10,88.88637500058394
1,msdnet10,93.34356999897864
1,msdnet10,95.84864499993273
1,msdnet10,96.4549430009356
1,msdnet10,99.20033599883027
1,msdnet10,88.35050599918759
1,msdnet10,98.10456900049758
1,msdnet10,87.31273500052339
1,msdnet10,92.59627500068746
2,msdnet10,180.17155599955004
2,msdnet10,175.87680500037095
2,msdnet10,192.16880100066192
2,msdnet10,175.84165600055712
2,msdnet10,205.600356001014
2,msdnet10,182.79669300136447
2,msdnet10,187.3848170016572
2,msdnet10,183.95698299900687
2,msdnet10,195.73415400009253
2,msdnet10,188.22284399902856
2,msdnet10,188.38852400040196
2,msdnet10,181.7155439985072
2,msdnet10,184.5230740000261
2,msdnet10,182.3830100001942
2,msdnet10,184.7537329995248
2,msdnet10,172.28455999975267
2,msdnet10,181.94653900172852
2,msdnet10,170.03006400045706
2,msdnet10,189.6546039988607
2,msdnet10,179.9682490000123
2,msdnet10,179.8366349994467
2,msdnet10,176.8070849993819
2,msdnet10,182.34576299983019
2,msdnet10,186.8894300005195
2,msdnet10,177.10932299996784
2,msdnet10,179.93916500017804
2,msdnet10,181.34257099882234
2,msdnet10,189.04881200069212
2,msdnet10,188.17119099912816
2,msdnet10,180.18216000018583
3,msdnet10,274.99808100037626
3,msdnet10,275.9850879992882
3,msdnet10,274.2856370005029
3,msdnet10,301.0028019998572
3,msdnet10,260.38848999996844
3,msdnet10,255.9902859993599
3,msdnet10,271.83538700046483
3,msdnet10,291.6239409987611
3,msdnet10,267.37113899980613
3,msdnet10,254.609140998582
3,msdnet10,255.2126099999441
3,msdnet10,251.97931500042614
3,msdnet10,280.4049970000051
3,msdnet10,264.84767200054193
3,msdnet10,268.63220099949103
3,msdnet10,264.07072600159154
3,msdnet10,269.7314319993893
3,msdnet10,266.0057760003838
3,msdnet10,270.8141880011681
3,msdnet10,265.174042999206
3,msdnet10,259.8252659990976
3,msdnet10,253.09850000121514
3,msdnet10,282.3465629990096
3,msdnet10,262.4595320012304
3,msdnet10,277.73770400017384
3,msdnet10,275.6925180001417
3,msdnet10,272.09568199941714
3,msdnet10,264.24704999953974
3,msdnet10,267.69481299925246
3,msdnet10,263.4863099992799
4,msdnet10,319.8760590003076
4,msdnet10,311.6627920007886
4,msdnet10,309.0051780000067
4,msdnet10,302.9286820001289
4,msdnet10,319.0623569989839
4,msdnet10,325.2749599996605
4,msdnet10,317.42954299988924
4,msdnet10,314.5495299995673
4,msdnet10,317.940308001198
4,msdnet10,306.88001599992276
4,msdnet10,322.5899940007366
4,msdnet10,350.55722600009176
4,msdnet10,333.12239600127214
4,msdnet10,339.48149100069713
4,msdnet10,308.8981969995075
4,msdnet10,305.14694699922984
4,msdnet10,298.60364500018477
4,msdnet10,346.6801009999472
4,msdnet10,323.65426599972125
4,msdnet10,317.9774109994469
4,msdnet10,316.01798799965763
4,msdnet10,320.81259099868475
4,msdnet10,315.21469699873705
4,msdnet10,316.5579720007372
4,msdnet10,336.57086299899674
4,msdnet10,321.81142500121496
4,msdnet10,331.15444800023397
4,msdnet10,345.37786100008816
4,msdnet10,333.27881900004286
4,msdnet10,341.51280100013537
5,msdnet10,378.1766870015417
5,msdnet10,382.5245299995004
5,msdnet10,364.89956400146184
5,msdnet10,373.6380840000493
5,msdnet10,383.5985149999033
5,msdnet10,375.0108350013761
5,msdnet10,389.40359400112357
5,msdnet10,411.23568800139765
5,msdnet10,373.1458840011328
5,msdnet10,372.8911340003833
5,msdnet10,366.14627900053165
5,msdnet10,373.28866999996535
5,msdnet10,389.3777979992592
5,msdnet10,379.79330100097286
5,msdnet10,361.9317270004103
5,msdnet10,382.1347119992424
5,msdnet10,380.6815209991328
5,msdnet10,367.03486099941074
5,msdnet10,364.98086000028707
5,msdnet10,369.2460940001183
5,msdnet10,372.10694000168587
5,msdnet10,372.8532599998289
5,msdnet10,392.0447759992385
5,msdnet10,390.437011999893
5,msdnet10,395.7934439986275
5,msdnet10,378.157598001053
5,msdnet10,366.7706950000138
5,msdnet10,403.19701800035546
5,msdnet10,388.7432239989721
5,msdnet10,373.06571299995994
6,msdnet10,475.86903699993854
6,msdnet10,446.05726600093476
6,msdnet10,459.6362890006276
6,msdnet10,426.1673820001306
